ID,class
Zm00001d020683,0
Zm00001d020685,0
Zm00001d020686,0
Zm00001d020687,0
Zm00001d020688,0
Zm00001d020689,0
Zm00001d020691,0
Zm00001d020692,0
Zm00001d020694,0
Zm00001d020695,0
Zm00001d020696,0
Zm00001d020697,0
Zm00001d020702,0
Zm00001d020705,0
Zm00001d020707,0
Zm00001d020714,0
Zm00001d020717,0
Zm00001d020721,0
Zm00001d020722,0
Zm00001d020725,0
Zm00001d020726,0
Zm00001d020729,0
Zm00001d020730,0
Zm00001d020732,0
Zm00001d020735,0
Zm00001d020736,0
Zm00001d020737,0
Zm00001d020738,0
Zm00001d020739,0
Zm00001d020740,0
Zm00001d020741,0
Zm00001d020744,0
Zm00001d020745,0
Zm00001d020747,0
Zm00001d020748,0
Zm00001d020750,0
Zm00001d020751,0
Zm00001d020752,0
Zm00001d020754,0
Zm00001d020760,0
Zm00001d020763,0
Zm00001d020764,0
Zm00001d020765,0
Zm00001d020769,0
Zm00001d020770,0
Zm00001d020771,0
Zm00001d020772,0
Zm00001d020773,0
Zm00001d020775,0
Zm00001d020776,0
Zm00001d020779,0
Zm00001d020780,0
Zm00001d020781,0
Zm00001d020782,0
Zm00001d020783,0
Zm00001d020785,0
Zm00001d020786,0
Zm00001d020787,0
Zm00001d020788,0
Zm00001d020789,0
Zm00001d020790,0
Zm00001d020791,0
Zm00001d020792,0
Zm00001d020793,0
Zm00001d020794,0
Zm00001d020797,0
Zm00001d020799,0
Zm00001d020803,0
Zm00001d020804,0
Zm00001d020808,0
Zm00001d020810,0
Zm00001d020811,0
Zm00001d020814,0
Zm00001d020821,0
Zm00001d020823,0
Zm00001d020825,0
Zm00001d020826,0
Zm00001d020827,0
Zm00001d020828,0
Zm00001d020834,0
Zm00001d020835,0
Zm00001d020837,0
Zm00001d020840,0
Zm00001d020845,0
Zm00001d020848,0
Zm00001d020852,0
Zm00001d020853,0
Zm00001d020855,0
Zm00001d020857,0
Zm00001d020858,0
Zm00001d020860,0
Zm00001d020861,0
Zm00001d020862,0
Zm00001d020863,0
Zm00001d020864,0
Zm00001d020866,0
Zm00001d020867,0
Zm00001d020870,0
Zm00001d020874,1
Zm00001d020877,0
Zm00001d020879,0
Zm00001d020881,0
Zm00001d020882,0
Zm00001d020886,0
Zm00001d020887,0
Zm00001d020891,0
Zm00001d020892,0
Zm00001d020895,0
Zm00001d020896,0
Zm00001d020898,0
Zm00001d020900,0
Zm00001d020901,0
Zm00001d020902,0
Zm00001d020903,0
Zm00001d020904,0
Zm00001d020905,0
Zm00001d020906,0
Zm00001d020908,0
Zm00001d020909,0
Zm00001d020913,0
Zm00001d020915,0
Zm00001d020916,0
Zm00001d020918,0
Zm00001d020919,0
Zm00001d020921,0
Zm00001d020923,0
Zm00001d020927,0
Zm00001d020931,0
Zm00001d020932,0
Zm00001d020933,0
Zm00001d020935,0
Zm00001d020936,0
Zm00001d020937,0
Zm00001d020938,0
Zm00001d020939,0
Zm00001d020941,0
Zm00001d020942,0
Zm00001d020943,0
Zm00001d020944,0
Zm00001d020954,0
Zm00001d020956,0
Zm00001d020957,0
Zm00001d020958,0
Zm00001d020960,0
Zm00001d020961,0
Zm00001d020962,0
Zm00001d020963,0
